Tipo de ecuacion: 0
0.25	0.714142843
0.34	0.854400375
0.46	1.144552314
0.55	1.303840481
0.60	1.414213562
0.70	1.618641406
0.75	1.769180601
0.8	1.949358869
0.85	2.059126028
0.9	2.229349681
0.93	2.319482701
0.95	2.424871131
1.05	2.529822128
1.1	2.632489316
1.15	2.769476485
1.2	2.83019434
1.25	2.949576241
1.3	3.014962686
1.35	3.120897307
1.4	3.268026928
